symbol,earning_date,expirt_date,time_difference,pre_earning_iv,post_earning_iv,iv_change,post_earning_vol
CVNA,2025-05-07,2025-05-30,23,0.851625,0.5523116,-0.29931339999999995,0.5791787872922711
CVNA,2025-05-07,2025-05-23,16,0.92529374,0.5850872,-0.34020653999999995,0.6581088125473396
CVNA,2025-05-07,2025-05-16,9,1.1788981,0.5965617,-0.5823364000000001,0.7851947461673043
CVNA,2025-05-07,2025-05-09,2,1.8244637,0.6091348,-1.2153288999999998,1.2761961141496292
CCL,2025-06-24,2025-07-25,31,0.5253954,0.40381455,-0.12158084999999996,
CCL,2025-06-24,2025-07-18,24,0.5307664,0.35645175,-0.17431464999999996,
CCL,2025-06-24,2025-07-11,17,0.5185595,0.3574283,-0.16113119999999997,
CCL,2025-06-24,2025-07-03,9,0.36914694,0.34570968,-0.02343725999999996,
CCL,2025-06-24,2025-06-27,3,0.44336495,0.34375656,-0.09960838999999999,
DHI,2025-04-17,2025-05-30,43,0.3830628,0.3602359,-0.022826899999999983,0.29432770413426335
DHI,2025-04-17,2025-05-09,22,,0.3542545,,0.2675670512615446
PEG,2025-04-30,2025-06-20,51,0.25806406,0.21118952,-0.04687453999999999,0.2075489869176824
KVUE,2025-05-08,2025-06-20,43,0.2602613,0.25684336,-0.0034179399999999527,0.3252864572533632
KVUE,2025-05-08,2025-06-13,36,0.67480797,0.85839987,0.18359189999999992,0.3375412011556064
KVUE,2025-05-08,2025-06-06,29,0.35059243,0.2793041,-0.07128833000000001,0.3568100163600508
KVUE,2025-05-08,2025-05-30,22,0.22364058,0.21973437,-0.0039062099999999933,0.291912136890328
KVUE,2025-05-08,2025-05-23,15,0.18653157,0.2128985,0.026366929999999983,0.3258951296820147
KVUE,2025-05-08,2025-05-16,8,0.25977302,0.2851634,0.02539037999999999,0.37821825186080316
KVUE,2025-05-08,2025-05-09,1,0.41016215,0.4296932,0.019531049999999994,0.05506488840952458
CTSH,2025-04-30,2025-07-18,79,0.32605654,0.25208268,-0.07397386,0.2404285419471406
CTSH,2025-04-30,2025-06-20,51,0.3494938,0.31348342,-0.03601038000000001,0.24042266468527843
CTSH,2025-04-30,2025-05-16,16,0.45068908,0.31885448,-0.13183460000000002,0.22451023889760552
MCHP,2025-05-08,2025-06-20,43,0.5722699,0.42529872,-0.14697117999999998,0.5664861728207279
MCHP,2025-05-08,2025-06-06,29,0.53296363,0.52344227,-0.009521360000000034,0.629509469367382
MCHP,2025-05-08,2025-05-30,22,0.51172364,0.43506426,-0.07665938000000005,0.6957713111203319
MCHP,2025-05-08,2025-05-23,15,0.42871666,0.48828638,0.05956971999999999,0.7869113593478423
MCHP,2025-05-08,2025-05-16,8,0.8520523,0.46973187,-0.38232043,0.8414535104892495
MCHP,2025-05-08,2025-05-09,1,1.4003936,0.101571485,-1.2988221149999999,1.0869683820033464
CAH,2025-05-01,2025-06-20,50,0.28778788,0.33142757,0.04363969000000001,0.2287050152581388
CAH,2025-05-01,2025-06-13,43,0.3602359,0.30432823,-0.05590767000000002,0.2365429388724252
CAH,2025-05-01,2025-06-06,36,0.30066618,0.28772685,-0.012939330000000027,0.22070174722272057
CAH,2025-05-01,2025-05-30,29,0.261482,0.24817647,-0.013305529999999982,0.24191230305926126
CAH,2025-05-01,2025-05-16,15,0.24732198,0.58520925,0.33788727,0.29960465655713225
CAH,2025-05-01,2025-05-09,8,0.32959655,0.30835652,-0.021240029999999965,0.37993748141251404
CAH,2025-05-01,2025-05-02,1,0.3662173,0.67236656,0.3061492599999999,0.027534670183719554
XEL,2025-04-24,2025-06-20,57,0.26685303,0.2697827,0.0029296699999999953,0.22106154025982572
HEI,2025-05-27,2025-07-18,52,0.36310452,0.3256293,-0.037475219999999976,0.2763646136182894
HEI,2025-05-27,2025-06-20,24,0.3900818,0.32361516,-0.06646663999999997,0.2842177966861161
ROK,2025-05-07,2025-06-20,44,0.2625806,0.31580275,0.053222150000000024,0.3605862415753755
ROK,2025-05-07,2025-05-16,9,0.40930766,0.40503526,-0.0042724000000000095,0.5915184587248654
TCOM,2025-05-19,2025-06-20,32,0.46167532,0.37134418,-0.09033113999999998,0.4268461655397428
ABEV,2025-05-08,2025-06-20,43,0.39063108,0.29688203,-0.09374905,0.1828152367038003
ABEV,2025-05-08,2025-05-16,8,0.5312547,0.5859416,0.05468689999999998,0.043398935158175805
PRU,2025-04-30,2025-06-20,51,0.2681958,0.24365991,-0.024535889999999977,0.24061386755401615
PRU,2025-04-30,2025-05-16,16,0.46973187,0.38281867,-0.08691319999999997,0.24652296193933357
FER,2025-06-26,2025-07-18,22,0.56494576,1.006841,0.44189524000000013,
TRGP,2025-05-01,2025-06-20,50,0.34711346,0.4742484,0.12713494000000003,0.35586420474589503
TRGP,2025-05-01,2025-05-16,15,0.48535672,0.4533746,-0.03198212,0.4830800190434907
SYY,2025-04-29,2025-06-20,52,0.24036404,0.26709718,0.02673313999999999,0.16619166713498987
SYY,2025-04-29,2025-05-16,17,0.289802,0.38281867,0.09301667000000002,0.18033810635393732
CUK,2025-06-24,2025-07-18,24,0.500005,0.49219257,-0.007812430000000037,
FMX,2025-04-28,2025-05-16,18,0.3234931,0.32495794,0.0014648400000000228,0.24692789745199634
TTD,2025-05-08,2025-06-20,43,0.8120136,0.49890637,-0.31310723,0.9170315551850179
TTD,2025-05-08,2025-06-13,36,0.7211942,0.45044494,-0.27074926,0.9717774114229326
TTD,2025-05-08,2025-06-06,29,0.9277351,0.5058643,-0.4218708,1.0279676649981109
TTD,2025-05-08,2025-05-30,22,0.9873048,0.5004933,-0.48681149999999995,1.1331383776696313
TTD,2025-05-08,2025-05-23,15,0.97168,0.51758295,-0.45409705,1.2394375480280992
TTD,2025-05-08,2025-05-16,8,1.4160185,0.50879395,-0.90722455,1.6050195935411973
TTD,2025-05-08,2025-05-09,1,2.6445346,0.16211775,-2.48241685,
ETR,2025-04-29,2025-08-15,108,0.30957723,0.2998117,-0.009765529999999967,0.197566369048587
ETR,2025-04-29,2025-05-16,17,0.28955787,0.27002683,-0.01953104,0.21147501417045314
MPWR,2025-05-01,2025-06-20,50,0.5007069,0.5163012,0.015594300000000061,0.4897596553991479
MPWR,2025-05-01,2025-05-16,15,0.8205584,0.5627485,-0.25780990000000004,0.592224730999917
ED,2025-05-01,2025-06-20,50,0.22290817,0.20801573,-0.014892439999999979,0.23177414443596034
ED,2025-05-01,2025-05-16,15,0.26905027,0.3842835,0.11523323000000002,0.33072188670319913
BRO,2025-04-28,2025-06-20,53,0.34265795,0.33692068,-0.0057372700000000165,0.24633186827618153
BRO,2025-04-28,2025-05-16,18,0.38721317,0.40503526,0.017822090000000013,0.3205926013469968
HSY,2025-05-01,2025-06-20,50,0.25330338,0.26245853,0.00915515,0.2582813263906522
HSY,2025-05-01,2025-05-30,29,0.26306888,0.28931373,0.026244849999999986,0.2844607811372549
HSY,2025-05-01,2025-05-23,22,0.3139717,0.38574833,0.07177662999999995,0.265599503602107
HSY,2025-05-01,2025-05-16,15,0.41773042,0.30029997,-0.11743044999999996,0.2697087785415748
HSY,2025-05-01,2025-05-09,8,0.36670557,0.32373723,-0.042968339999999994,0.24334948602600934
HSY,2025-05-01,2025-05-02,1,0.5756878,0.20410952,-0.37157828,0.25276306329534365
VICI,2025-04-30,2025-06-20,51,0.29102272,0.2749096,-0.016113120000000036,0.1702018891477823
VICI,2025-04-30,2025-05-16,16,0.36524072,0.3203193,-0.044921420000000045,0.16634427402577023
EBAY,2025-04-30,2025-05-16,16,0.38867798,0.2807689,-0.10790907999999999,0.19927135159614814
EBAY,2025-04-30,2025-05-09,9,0.5505416,0.33106136,-0.21948023999999994,0.21895145293574303
EBAY,2025-04-30,2025-05-02,2,0.91992265,0.2646558,-0.65526685,0.1937265459163911
VMC,2025-04-30,2025-06-20,51,0.28229478,0.2837596,0.0014648199999999778,0.24584816411132412
VMC,2025-04-30,2025-05-16,16,0.3281317,0.33679864,0.008666939999999956,0.32249542356751076
IR,2025-05-01,2025-05-16,15,0.3554752,0.39551386,0.040038660000000004,0.3137039024606377
GEHC,2025-04-30,2025-06-20,51,0.39087522,0.36206692,-0.02880830000000001,0.32970276890078126
GEHC,2025-04-30,2025-06-06,37,0.3989318,0.31641307,-0.08251872999999998,0.3559987782639662
GEHC,2025-04-30,2025-05-30,30,0.42725182,0.39673454,-0.03051727999999998,0.3925727979262414
GEHC,2025-04-30,2025-05-16,16,0.37769178,0.35840484,-0.019286939999999975,0.46361832402235575
GEHC,2025-04-30,2025-05-09,9,0.50244635,0.45117736,-0.051268990000000014,0.4971999638309404
GEHC,2025-04-30,2025-05-02,2,0.40430284,0.5166064,0.11230356000000002,0.6950964259676659
CSGP,2025-04-29,2025-06-20,52,0.42407802,0.3076241,-0.11645391999999999,0.34009594355129513
CSGP,2025-04-29,2025-05-16,17,0.52734846,0.27661857,-0.25072989,0.39372725701545774
LYV,2025-05-01,2025-06-20,50,0.45667046,0.37622693,-0.08044352999999999,0.256006467393563
LYV,2025-05-01,2025-05-16,15,0.63354856,0.3549869,-0.27856166000000004,0.2192213419108147
A,2025-05-28,2025-07-18,51,0.39661247,0.33679864,-0.05981383000000001,0.23937734021112678
A,2025-05-28,2025-06-20,23,0.455816,0.32800964,-0.12780636,0.24652633866239462
EXR,2025-04-29,2025-06-20,52,0.31336135,0.30737996,-0.005981389999999975,0.20976896039833343
EXR,2025-04-29,2025-05-16,17,0.3720766,0.3577945,-0.014282099999999964,0.21825090460606175
MLM,2025-04-30,2025-05-16,16,0.34369552,0.28882548,-0.05487003999999995,0.25634095883549274
ACGL,2025-04-29,2025-05-16,17,0.35254553,0.31348342,-0.03906210999999998,0.337592675158504
WEC,2025-05-06,2025-06-20,45,0.21411918,0.20679504,-0.007324139999999979,0.18780497156267464
WEC,2025-05-06,2025-05-16,10,0.24219508,0.15039912,-0.09179596000000001,0.2526702616937758
ARGX,2025-05-08,2025-05-16,8,0.5111743,0.57281923,0.06164493000000004,0.7356041058091112
DXCM,2025-05-01,2025-06-20,50,0.55737746,0.3811097,-0.17626776,0.44820370647514607
DXCM,2025-05-01,2025-06-06,36,0.61987686,0.47144082,-0.14843604,0.48944865783439734
DXCM,2025-05-01,2025-05-30,29,0.27783924,0.4060118,0.12817256,0.5457462318306393
DXCM,2025-05-01,2025-05-23,22,0.42383388,0.37695935,-0.04687452999999997,0.579630248072656
DXCM,2025-05-01,2025-05-16,15,0.7893087,0.35205725,-0.43725145,0.667637998260925
DXCM,2025-05-01,2025-05-09,8,0.9838869,0.33789724,-0.64598966,0.8618937183648149
DXCM,2025-05-01,2025-05-02,1,1.942383,0.41699803,-1.52538497,
ANSS,2025-04-30,2025-06-20,51,0.37909555,0.34863934,-0.030456209999999984,0.2286708417472611
ANSS,2025-04-30,2025-05-16,16,0.5736737,0.5944865,0.020812800000000076,0.22838206071381764
XYL,2025-04-29,2025-06-20,52,0.2807689,0.24781026,-0.032958639999999984,0.2005112233539007
XYL,2025-04-29,2025-05-16,17,0.33521172,0.34680828,0.011596560000000034,0.2550189068289876
FNV,2025-05-08,2025-06-20,43,0.3096993,0.30817342,-0.001525880000000035,0.34623984278258096
FNV,2025-05-08,2025-05-16,8,0.30957723,0.24512474,-0.06445248999999997,0.4898917771335109
CCJ,2025-05-01,2025-06-20,50,0.5351609,0.41895112,-0.11620978000000004,0.489549333096338
CCJ,2025-05-01,2025-05-30,29,0.507085,0.43262285,-0.07446215,0.4619877800594634
CCJ,2025-05-01,2025-05-23,22,0.5102588,0.47119668,-0.039062120000000033,0.4799607466790802
CCJ,2025-05-01,2025-05-16,15,0.52002436,0.41162696,-0.10839739999999998,0.3431119552685762
CCJ,2025-05-01,2025-05-09,8,0.50830567,0.4091856,-0.09912007000000006,0.30246358377188914
CCJ,2025-05-01,2025-05-02,1,0.52734846,0.908204,0.38085554,0.27486064781300856
EL,2025-05-01,2025-06-20,50,0.4782767,0.53662574,0.05834903999999996,0.4548140104728664
EL,2025-05-01,2025-06-06,36,0.41138285,0.50146985,0.09008699999999997,0.39963445715137946
EL,2025-05-01,2025-05-30,29,0.5170947,0.50537604,-0.011718659999999992,0.42231585843348063
EL,2025-05-01,2025-05-23,22,0.5219774,0.69726866,0.17529125999999995,0.3986835951119826
EL,2025-05-01,2025-05-16,15,0.47266153,0.5268602,0.054198670000000004,0.42633195886811354
EL,2025-05-01,2025-05-09,8,0.5571333,0.63476926,0.07763595999999995,0.3331252518142547
EL,2025-05-01,2025-05-02,1,1.1679729,0.47461462,-0.6933582800000001,0.2970223207979402
NUE,2025-04-28,2025-06-06,39,0.4360408,0.5549361,0.11889530000000004,0.39337191864595955
NUE,2025-04-28,2025-05-16,18,0.48511258,0.4892629,0.004150319999999985,0.30152972434595265
NUE,2025-04-28,2025-05-09,11,0.27905995,0.5075733,0.22851335,0.276866558750827
NUE,2025-04-28,2025-05-02,4,0.5859416,0.44385323,-0.14208836999999996,0.16188794823540723
STX,2025-04-29,2025-05-16,17,0.5166064,0.4052794,-0.11132700000000001,0.5212195905980549
STX,2025-04-29,2025-05-09,10,0.55859816,0.4135801,-0.14501805999999995,0.5909830567414956
STX,2025-04-29,2025-05-02,3,0.8959971,0.47266153,-0.42333557,0.8869143949918052
KHC,2025-04-29,2025-05-16,17,0.2480544,0.25977302,0.011718620000000013,0.18032537062965903
KHC,2025-04-29,2025-05-09,10,0.29004616,0.36231107,0.07226491000000002,0.1625025647892081
KHC,2025-04-29,2025-05-02,3,0.31445998,0.39649042,0.08203044000000004,0.20831549404070224
QSR,2025-05-08,2025-06-20,43,0.24756612,0.2378006,-0.00976552,0.2047992593159399
QSR,2025-05-08,2025-05-16,8,0.26905027,0.25684336,-0.01220690999999996,0.25486913800024424
NRG,2025-05-12,2025-06-20,39,0.44830874,0.44336495,-0.0049437900000000035,0.7474723821295508
NRG,2025-05-12,2025-05-16,4,0.39673454,0.46533737,0.06860282999999995,1.592821772061747
DD,2025-05-02,2025-06-20,49,0.27893788,0.29883513,0.019897249999999977,0.3087970614418052
DD,2025-05-02,2025-06-13,42,0.36963522,0.44141182,0.07177660000000002,0.32197635858188833
DD,2025-05-02,2025-06-06,35,0.33472344,0.26636475,-0.06835869,0.3317675094718694
DD,2025-05-02,2025-05-30,28,0.3330145,0.3151924,-0.017822100000000007,0.3597313642001594
DD,2025-05-02,2025-05-23,21,0.31543654,0.27320063,-0.04223590999999999,0.36725039028947315
DD,2025-05-02,2025-05-16,14,0.31738964,0.33936208,0.021972440000000037,0.43651078210064637
DD,2025-05-02,2025-05-09,7,0.34863934,0.38867798,0.04003863999999996,0.31448517009348215
IT,2025-05-06,2025-06-20,45,0.2638013,0.3498295,0.0860282,0.195866606687778
LPLA,2025-05-08,2025-06-20,43,0.3987487,0.37073383,-0.028014870000000025,0.29053252906018756
LPLA,2025-05-08,2025-05-16,8,0.3566959,0.37134418,0.014648280000000014,0.3875092015775178
RYAAY,2025-05-19,2025-06-20,32,0.38721317,0.60303134,0.21581817000000003,0.33652286718314145
WTW,2025-04-24,2025-07-18,85,0.2678601,0.28613997,0.01827987000000003,0.22266624133430019
WTW,2025-04-24,2025-06-20,57,0.30768514,0.27704582,-0.030639320000000025,0.22108014923333222
WTW,2025-04-24,2025-05-16,22,0.56372505,0.28894755,-0.27477749999999995,0.28568248961754195
STZ,2025-07-01,2025-07-25,24,0.4202939,0.32166207,-0.09863182999999998,
STZ,2025-07-01,2025-07-18,17,0.5562788,0.24915302,-0.30712577999999996,
STZ,2025-07-01,2025-07-11,10,0.50659674,0.30359584,-0.20300089999999998,
STZ,2025-07-01,2025-07-03,2,0.8273943,0.43970287,-0.38769143,
TW,2025-04-30,2025-06-20,51,0.31574172,0.33191586,0.016174140000000004,0.22886184685322936
TW,2025-04-30,2025-05-16,16,0.30640343,0.27869374,-0.027709689999999954,0.2803813350097601
OWL,2025-05-01,2025-06-20,50,0.45996633,0.44727114,-0.012695189999999967,0.3314285924803146
OWL,2025-05-01,2025-05-16,15,0.462896,0.52734846,0.06445246000000004,0.4497482415292271
BIDU,2025-05-21,2025-07-18,58,0.39942008,0.4162656,0.016845520000000003,0.2843755514138729
BIDU,2025-05-21,2025-06-27,37,0.39722282,0.36939108,-0.027831739999999994,0.2843755514138729
BIDU,2025-05-21,2025-06-20,30,0.399298,0.34229174,-0.057006259999999975,0.28935463861071115
BIDU,2025-05-21,2025-06-13,23,0.4021056,0.39990833,-0.002197270000000029,0.30696937861972584
BIDU,2025-05-21,2025-06-06,16,0.395758,0.33179379,-0.06396421000000002,0.3121831823871253
BIDU,2025-05-21,2025-05-30,9,0.37695935,0.29102272,-0.08593663000000001,0.33307105867595793
BIDU,2025-05-21,2025-05-23,2,0.42041594,0.37695935,-0.04345658999999996,0.26298745034226856
WDS,2025-06-30,2025-07-18,18,0.32715517,0.39844352,0.07128835,
IRM,2025-05-01,2025-06-20,50,0.40039662,0.31592482,-0.08447179999999999,0.22278242286048322
IRM,2025-05-01,2025-06-06,36,0.31616893,0.37061176,0.05444283,0.23702166468294325
IRM,2025-05-01,2025-05-30,29,0.4245663,0.37647107,-0.04809522999999999,0.2648532631398138
IRM,2025-05-01,2025-05-23,22,0.42188078,0.34058276,-0.08129802000000003,0.2867568814209903
IRM,2025-05-01,2025-05-16,15,0.42676353,0.32691103,-0.09985250000000001,0.23009360937887713
IRM,2025-05-01,2025-05-09,8,0.29956755,0.39038697,0.09081941999999998,0.2671417803563036
IRM,2025-05-01,2025-05-02,1,0.49121603,0.6445348,0.15331876999999994,0.1983200264634008
LULU,2025-06-05,2025-07-18,43,0.5072071,0.39819938,-0.10900772000000003,0.9589725598420616
LULU,2025-06-05,2025-07-11,36,0.5118457,0.401068,-0.11077769999999998,0.9589725598420616
LULU,2025-06-05,2025-07-03,28,0.5612837,0.42346767,-0.13781603000000003,0.9589725598420616
LULU,2025-06-05,2025-06-27,22,0.5787396,0.38379523,-0.19494437000000003,0.9589725598420616
LULU,2025-06-05,2025-06-20,15,0.66754484,0.3811097,-0.28643514000000003,0.9975368360554601
LULU,2025-06-05,2025-06-13,8,0.8186053,0.4032042,-0.41540109999999997,1.217846912208959
LULU,2025-06-05,2025-06-06,1,1.5491966,0.1931233,-1.3560732999999998,2.3381281667105336
NTR,2025-05-07,2025-06-20,44,0.3735414,0.2934641,-0.08007730000000002,0.2603364860014034
NTR,2025-05-07,2025-05-30,23,0.6049844,0.28662822,-0.31835618,0.2770943806704679
NTR,2025-05-07,2025-05-23,16,0.26807374,0.25781992,-0.010253820000000025,0.31119657929589384
NTR,2025-05-07,2025-05-16,9,0.5854534,0.22657023,-0.35888317000000003,0.3893275459598854
NTR,2025-05-07,2025-05-09,2,0.60937893,0.57715267,-0.03222625999999995,0.4069520087823342
HUBS,2025-05-08,2025-06-20,43,0.53131574,0.4085905,-0.12272524000000001,0.49755645299479895
HUBS,2025-05-08,2025-05-16,8,0.6971771,0.40814802,-0.28902908,0.9534493665042422
STM,2025-04-24,2025-07-18,85,0.4794974,0.46826702,-0.01123038000000004,0.48788986047529476
RDDT,2025-05-01,2025-06-20,50,0.87622195,0.761477,-0.11474495000000007,0.7505660212807397
RDDT,2025-05-01,2025-06-06,36,0.8751233,0.77661353,-0.09850977000000005,0.810155354349839
RDDT,2025-05-01,2025-05-30,29,0.91650474,0.62854373,-0.2879610100000001,0.801145249909556
RDDT,2025-05-01,2025-05-23,22,0.9616703,0.80859566,-0.15307463999999993,0.8103825395637306
RDDT,2025-05-01,2025-05-16,15,1.0620164,0.74780524,-0.31421116000000004,0.821247145077359
RDDT,2025-05-01,2025-05-09,8,1.310062,0.78418183,-0.5258801700000001,0.5520842941138364
RDDT,2025-05-01,2025-05-02,1,2.2905316,0.65039414,-1.64013746,0.6905198805499937
TSCO,2025-04-24,2025-05-16,22,0.41650975,0.3613345,-0.05517525000000001,0.26397687119410007
TSCO,2025-04-24,2025-05-09,15,0.40820906,0.38770142,-0.020507639999999994,0.25801642575186107
TSCO,2025-04-24,2025-05-02,8,0.4814505,0.45313048,-0.02832002,0.33930936194807887
HUM,2025-04-30,2025-06-20,51,0.5779461,0.5139209,-0.0640252,0.4350279389521883
HUM,2025-04-30,2025-05-30,30,0.67590654,0.5805706,-0.0953359399999999,0.5356874518054839
HUM,2025-04-30,2025-05-23,23,0.7219266,0.58758956,-0.13433704000000002,0.5832327608099644
HUM,2025-04-30,2025-05-16,16,0.7547632,0.6645541,-0.09020909999999993,0.5273627360454788
HUM,2025-04-30,2025-05-09,9,0.89563096,0.7012969,-0.19433405999999998,0.21473368276096264
HUM,2025-04-30,2025-05-02,2,0.759768,0.97656274,0.21679473999999999,0.31360262975667885
AVB,2025-04-30,2025-05-16,16,0.46912152,0.4572808,-0.011840720000000027,0.21912443247453425
GIS,2025-06-25,2025-07-18,23,0.21875781,0.16993017,-0.048827640000000005,
KEYS,2025-05-20,2025-07-18,59,0.31000447,0.3167793,0.0067748300000000095,0.19375362427649803
KEYS,2025-05-20,2025-06-20,31,0.44751528,0.31384963,-0.13366565000000002,0.19375362427649803
BR,2025-05-01,2025-06-20,50,0.27832752,0.26508304,-0.013244480000000003,0.20318783204917318
BR,2025-05-01,2025-05-16,15,0.21839161,0.2768627,0.05847109,0.32249236396874775
IQV,2025-05-06,2025-06-20,45,0.4751029,0.4984181,0.02331519999999998,0.49165681317799015
VTR,2025-04-30,2025-05-16,16,0.3261786,0.6132851,0.28710650000000004,0.35001100301556864
LEN,2025-06-16,2025-07-25,39,0.4335994,0.33472344,-0.09887596000000004,0.565685639185219
LEN,2025-06-16,2025-07-18,32,0.49854016,0.31934273,-0.17919743,0.565685639185219
LEN,2025-06-16,2025-07-11,25,0.46899945,0.30713582,-0.16186362999999998,0.565685639185219
LEN,2025-06-16,2025-07-03,17,0.50146985,0.38843384,-0.11303601000000002,0.565685639185219
LEN,2025-06-16,2025-06-27,11,0.5825237,0.39942008,-0.18310361999999997,0.565685639185219
LEN,2025-06-16,2025-06-20,4,0.74463147,0.40820906,-0.33642240999999995,0.4955761090313005
RKT,2025-05-08,2025-06-20,43,0.5869182,0.5039112,-0.08300699999999994,0.6195303506424202
RKT,2025-05-08,2025-05-30,22,0.63476926,0.4668022,-0.16796706,0.671823209650035
RKT,2025-05-08,2025-05-23,15,0.5097705,1.6347674,1.1249969000000002,0.7531150252686465
RKT,2025-05-08,2025-05-16,8,0.9531255,0.5664106,-0.3867149,0.8206862293579513
RKT,2025-05-08,2025-05-09,1,1.5273461,0.72656524,-0.8007808599999999,0.5616861597937985
SYM,2025-05-07,2025-06-20,44,0.75537354,0.6552769,-0.10009663999999996,0.8759069348567579
SYM,2025-05-07,2025-06-06,30,0.65039414,0.60303134,-0.04736279999999993,0.6839055994065134
SYM,2025-05-07,2025-05-30,23,0.9580082,0.58740646,-0.37060174,0.7716039485587343
SYM,2025-05-07,2025-05-23,16,0.9960938,0.65332377,-0.34277003000000006,0.802676938979728
SYM,2025-05-07,2025-05-16,9,1.3564485,0.54883265,-0.8076158499999999,0.7368216727710348
SYM,2025-05-07,2025-05-09,2,2.2871137,0.8261736,-1.4609401,0.6869154805494717
HPE,2025-06-03,2025-07-18,45,0.4589898,0.35059243,-0.10839736999999999,0.20677474656285602
HPE,2025-06-03,2025-07-11,38,0.4941457,0.39356074,-0.10058496,0.20677474656285602
HPE,2025-06-03,2025-07-03,30,0.49512222,0.3466862,-0.14843602,0.20677474656285602
HPE,2025-06-03,2025-06-27,24,0.60644925,0.36914694,-0.23730231000000007,0.20677474656285602
HPE,2025-06-03,2025-06-20,17,0.62109756,0.33008483,-0.29101273000000005,0.20873119882226596
HPE,2025-06-03,2025-06-13,10,0.7089873,0.42188078,-0.28710652,0.21655068675323463
HPE,2025-06-03,2025-06-06,3,0.9687503,0.48633325,-0.48241704999999996,0.27031215546839044
WBD,2025-05-08,2025-06-27,50,0.52344227,0.62890995,0.10546768000000006,0.6295256521402509
WBD,2025-05-08,2025-06-20,43,0.50781745,0.5127002,0.004882750000000047,0.6295256521402509
WBD,2025-05-08,2025-06-06,29,0.5605513,0.5156298,-0.04492149999999995,0.6960343540397637
WBD,2025-05-08,2025-05-30,22,0.54883265,0.50195813,-0.04687452000000003,0.6842435452733302
WBD,2025-05-08,2025-05-23,15,0.5449264,0.5312547,-0.013671700000000064,0.48079032768710944
WBD,2025-05-08,2025-05-16,8,0.5859416,0.52344227,-0.062499329999999964,0.6533112145822421
WBD,2025-05-08,2025-05-09,1,0.6796907,0.41406837,-0.26562232999999996,
FCNCA,2025-04-24,2025-06-20,57,0.38764802,0.3541477,-0.03350031999999997,0.2734075981247874
FCNCA,2025-04-24,2025-05-16,22,0.3771272,0.3412389,-0.035888299999999984,0.28853663527753587
DTE,2025-05-01,2025-05-16,15,0.39649042,0.24317163,-0.15331879,0.2160041845629045
AWK,2025-04-30,2025-06-20,51,0.24231714,0.25574476,0.013427620000000029,0.2556083914282314
AWK,2025-04-30,2025-05-16,16,0.24854267,0.19873849,-0.04980418,0.39518856427451005
CQP,2025-05-08,2025-05-16,8,2.193364,0.20899229,-1.9843717099999998,0.4553639277495271
LI,2025-05-29,2025-07-18,50,0.48682153,0.5263719,0.03955037,0.5719465426915467
LI,2025-05-29,2025-07-03,35,0.7939474,0.5849651,-0.20898229999999995,0.5719465426915467
LI,2025-05-29,2025-06-27,29,0.46777877,0.5293016,0.06152283000000003,0.5719465426915467
LI,2025-05-29,2025-06-20,22,0.4794974,0.4941457,0.014648300000000003,0.4718708438025839
LI,2025-05-29,2025-06-13,15,0.4687553,0.49219257,0.02343727000000001,0.5077566561761734
LI,2025-05-29,2025-06-06,8,0.51367676,0.6054727,0.09179594000000002,0.5962742554481643
LI,2025-05-29,2025-05-30,1,0.6445348,0.52734846,-0.11718633999999994,
IP,2025-04-30,2025-05-16,16,0.3842835,0.402838,0.018554499999999974,0.5559324236591222
IP,2025-04-30,2025-05-02,2,0.46777877,0.537114,0.06933522999999997,0.7732978410662089
BNTX,2025-05-05,2025-06-20,46,0.51038086,0.53284156,0.0224607,0.7311374497950706
BNTX,2025-05-05,2025-05-16,11,0.54004365,0.56372505,0.023681399999999964,0.5289679320159727
EQR,2025-04-29,2025-05-16,17,0.50244635,0.37110004,-0.13134631000000002,0.20392459565173682
DOV,2025-04-24,2025-09-19,148,0.31690136,0.3266669,0.009765539999999961,0.21506720022234263
DRI,2025-06-20,2025-07-18,28,0.2595899,0.20520814,-0.05438175999999997,0.3746009631521551
CVE,2025-05-08,2025-06-20,43,0.4335994,0.46387255,0.03027314999999997,0.4074819039026429
CVE,2025-05-08,2025-05-16,8,0.58984786,0.40625593,-0.18359193000000001,0.5525120218585224
MKL,2025-04-30,2025-05-16,16,0.32944396,0.32218084,-0.007263119999999956,0.1989891136544003
GDDY,2025-05-01,2025-06-20,50,0.44653875,0.3337469,-0.11279184999999997,0.31199717498961077
GDDY,2025-05-01,2025-06-06,36,0.3503483,0.35376623,0.0034179300000000135,0.3458372769369577
GDDY,2025-05-01,2025-05-16,15,0.549443,0.31604686,-0.23339614000000003,0.501764559118989
GDDY,2025-05-01,2025-05-09,8,0.648441,0.53784645,-0.11059455000000007,0.6792994425855593
GDDY,2025-05-01,2025-05-02,1,1.2148477,0.31494826,-0.89989944,1.2181850700351275
TOST,2025-05-08,2025-06-27,50,0.47754428,0.60181063,0.12426635000000003,0.43133868898962224
TOST,2025-05-08,2025-06-20,43,0.60010165,0.40820906,-0.19189259000000003,0.43591313608883836
TOST,2025-05-08,2025-06-13,36,0.5368699,0.42358974,-0.11328016000000002,0.4636763553954821
TOST,2025-05-08,2025-06-06,29,0.5249071,0.41602147,-0.10888562999999996,0.490879770309447
TOST,2025-05-08,2025-05-30,22,0.71777624,0.56299263,-0.15478360999999996,0.5331122103053716
